num,data
0,817.341150498949
1,935.6242934335023
2,848.9159941119142
3,883.5951239997521
4,826.4043688857928
5,657.4157999996096
6,898.9370135211029
7,850.5046647079289
8,738.7207669718191
9,973.4313765894622
10,909.0935079539195
11,908.3890697415918
12,949.0921109933406
13,957.6078897695988
14,843.5482891076244
15,770.4835133499
16,806.7552096699364
17,835.582529080566
18,721.8265075114323
19,896.2974506849423
20,896.6604462834075
21,823.2574838278815
22,863.2535473890603
23,970.4091810742393
24,1011.987859243527
25,931.114504490979
26,806.9707390796393
27,859.6811641799286
28,933.3851910717785
29,964.1814810163341
30,953.5402436561417
31,964.2090230025351
32,797.1039178548381
33,1021.9763805447146
34,821.6750120888464
35,775.0144239400979
36,873.6342078093439
37,976.2018202776089
38,833.9653000209946
39,857.4255647379905
40,856.7439162824303
41,921.4848388927057
42,937.8239602018148
43,826.660713029094
44,774.4288464304991
45,843.4458865812048
46,917.2654047262622
47,1019.7443477362394
48,962.3117720680311
49,874.3403330408037
50,847.3583448435529
51,953.4352858732454
52,863.8060184532078
53,834.4602101660566
54,885.4781583232107
55,847.645749785006
56,937.3406518516131
57,937.9281746288761
58,935.5593895394122
59,755.7207750100642
60,785.7814775332808
61,909.7246671083849
62,985.9677221374586
63,989.0157348960638
64,879.3798153018579
65,873.0034338152036
66,962.1831653863192
67,790.4849139722064
68,878.181618986302
69,837.4995266250917
70,818.0309787765145
71,904.100611881353
72,935.7449664277956
73,916.8132120987866
74,881.144330445386
75,911.5890592141077
76,981.4434837484732
77,817.6863664228003
78,929.264198162593
79,932.7414758384693
80,929.5809963084757
81,942.0071558859199
82,888.2692561647855
83,940.1816186308861
84,853.8178180549294
85,875.712956385687
86,878.2760590611724
87,868.4237909183739
88,848.4873632788658
89,1032.136260682717
90,889.3205092400312
91,860.6439045509323
92,920.0264381300658
93,895.2305220202543
94,713.4874511579983
95,795.7638889167283
96,1104.6824442492798
97,914.8988678881433
98,878.4066669810563
99,810.6673523578793
100,754.0294706104323
101,943.5489393528551
102,856.2784255282022
103,929.1161701111123
104,856.4554595625959
105,913.4740050970577
106,916.5044623897411
107,817.523359275423
108,841.0705016385764
109,930.5979195833206
110,968.7427823618054
111,928.3371311239898
112,924.9519107593223
113,785.5700722066686
114,833.3946983474307
115,959.2277578772046
116,906.6113273967057
117,852.0358289126307
118,800.7839288805844
119,834.6281659763481
120,952.1082073152065
121,901.7082322277129
122,985.6782606916968
123,824.554822969425
124,830.032434738474
125,958.1687002946856
